PATRON#|Activity_Date|LOCATION|I_TYPE
1316498|10-13-2022|cjp|1
1316498|10-13-2022|cjp|1
1316498|10-13-2022|cjp|1
1316498|10-13-2022|cjp|1
1316498|10-13-2022|cjp|1
1398338|10-13-2022|cyaf|1
1250739|10-13-2022|mjzf|1
1250739|10-13-2022|mjzf|1
1250739|10-13-2022|mjmy|1
1250739|10-13-2022|mjmy|1
1250739|10-13-2022|cjmy|1
1250739|10-13-2022|mjzf|1
1250739|10-13-2022|mjzx|1
1250739|10-13-2022|mjp|1
1250739|10-13-2022|mjp|1
1250739|10-13-2022|mjp|1
1250739|10-13-2022|mjp|1
1242613|10-13-2022|cjx|1
1242613|10-13-2022|cjmy|1
1242613|10-13-2022|cjg|1
1242613|10-13-2022|hjx|1
1242613|10-13-2022|cjmy|1
1425429|10-13-2022|cejp|1
1425429|10-13-2022|cjp|1
1425429|10-13-2022|cejp|1
1425429|10-13-2022|cejp|1
1425429|10-13-2022|cjp|1
1425429|10-13-2022|cjp|1
1052890|10-13-2022|hx|1
1052890|10-13-2022|hmy|1
1052890|10-13-2022|hf|1
1425429|10-13-2022|cjp|1
1425429|10-13-2022|cjp|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cjp|1
1315156|10-13-2022|hjpbb|1
1083121|10-13-2022|mfn|1
1083121|10-13-2022|cltfn|1
1315156|10-13-2022|hjef|1
1315156|10-13-2022|hjef|1
1315156|10-13-2022|hf|1
1315156|10-13-2022|hjpbb|1
1374514|10-13-2022|hejp|1
1374514|10-13-2022|hejz|1
1425429|10-13-2022|cjp|1
1374514|10-13-2022|hejz|1
1374514|10-13-2022|hjef|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cjp|1
1374514|10-13-2022|hejp|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cjp|1
1425429|10-13-2022|cjp|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cejp|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cejp|1
1374514|10-13-2022|hejp|1
1374514|10-13-2022|hejp|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cjp|1
1202179|10-13-2022|hx|1
1374514|10-13-2022|hejp|1
1002289|10-13-2022|hltf|1
1374514|10-13-2022|hejp|1
1425429|10-13-2022|cejp|1
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1424139|10-13-2022|hfn|1
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjp|1
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjp|23
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjp|1
1374514|10-13-2022|hjnd|101
1374514|10-13-2022|hjnd|101
1051319|10-13-2022|hf|1
1018557|10-13-2022|hsf|4
1309427|10-13-2022|cfn|1
1309427|10-13-2022|c3|30
1056509|10-13-2022|c3|30
1056509|10-13-2022|cb|1
1056509|10-13-2022|cf|1
1150363|10-13-2022|hve|22
1055786|10-13-2022|mx|1
1055786|10-13-2022|cve|22
1386536|10-13-2022|cjf|1
1386536|10-13-2022|cjzf|1
1174432|10-13-2022|hx|1
1386536|10-13-2022|cjx|1
1386536|10-13-2022|cjf|1
1386536|10-13-2022|cjp|1
1386536|10-13-2022|cjfn|1
1401079|10-13-2022|hjpn|1
1401079|10-13-2022|hjzf|1
1401079|10-13-2022|cjzf|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|cjzf|1
1401079|10-13-2022|hjzf|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjx|1
1401079|10-13-2022|hjx|1
1382137|10-13-2022|hjf|1
1382137|10-13-2022|mjfn|1
1401079|10-13-2022|cjg|1
1401079|10-13-2022|hjg|1
1382137|10-13-2022|mjmy|1
1382137|10-13-2022|mjmy|1
1401079|10-13-2022|hjg|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjg|1
1401079|10-13-2022|hjg|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjg|1
1401079|10-13-2022|hjg|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjg|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjg|1
1401079|10-13-2022|hjxn|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1401079|10-13-2022|hjzxn|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1382137|10-13-2022|mjf|1
1044845|10-13-2022|mfn|1
1044845|10-13-2022|mfn|1
1044845|10-13-2022|mfn|1
1044845|10-13-2022|mfn|1
1064306|10-13-2022|hx|1
1045486|10-13-2022|hx|1
1045486|10-13-2022|hyag|1
1045486|10-13-2022|hyag|1
1126147|10-13-2022|hyafn|1
1126147|10-13-2022|cf|1
1335396|10-13-2022|mve|22
1335396|10-13-2022|cve|22
1335396|10-13-2022|mve|22
1398187|10-13-2022|cjsf|4
1398187|10-13-2022|cjsf|4
1384453|10-13-2022|hf|1
1384453|10-13-2022|cf|1
1331435|10-13-2022|hjnd|101
1331435|10-13-2022|hjk|7
1331435|10-13-2022|hjnd|101
1331435|10-13-2022|hjve|22
1331435|10-13-2022|hjnd|101
1331435|10-13-2022|hjk|7
1331435|10-13-2022|hjnd|101
1415169|10-13-2022|hjg|1
1331435|10-13-2022|hf|1
1415169|10-13-2022|hjf|1
1415169|10-13-2022|hjf|1
1415169|10-13-2022|hjmy|1
1415169|10-13-2022|hjf|1
1415169|10-13-2022|hjf|1
1415169|10-13-2022|hjp|1
1415169|10-13-2022|hjp|1
1321390|10-13-2022|hjf|1
1415169|10-13-2022|hjp|1
1321390|10-13-2022|hjf|1
1415169|10-13-2022|hjp|23
1321390|10-13-2022|hjmy|1
1321390|10-13-2022|hjf|1
1415169|10-13-2022|hjp|23
1415169|10-13-2022|hjp|23
1154386|10-13-2022|mjzf|1
1154386|10-13-2022|mjzf|1
1154386|10-13-2022|mjmy|1
1403520|10-13-2022|mjg|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjnd|101
1154386|10-13-2022|mjx|1
1154386|10-13-2022|mjp|1
1154386|10-13-2022|mjnd|101
1154386|10-13-2022|mjp|1
1154386|10-13-2022|mjnd|101
1154386|10-13-2022|mjf|1
1415170|10-13-2022|hjp|1
1415170|10-13-2022|hjzx|1
1415170|10-13-2022|hjzx|1
1403520|10-13-2022|mjnd|101
1415170|10-13-2022|hjp|23
1415170|10-13-2022|hjzx|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|hjx|1
1415170|10-13-2022|cjzx|1
1415170|10-13-2022|hejp|1
1415170|10-13-2022|hjx|1
1415170|10-13-2022|hjx|1
1106484|10-13-2022|cjf|1
1415170|10-13-2022|hjzf|1
1415170|10-13-2022|hjf|1
1425905|10-13-2022|msci|1
1415170|10-13-2022|hjzf|1
1425905|10-13-2022|myag|1
1415170|10-13-2022|hjf|1
1106484|10-13-2022|cjzf|1
1106484|10-13-2022|cjzf|1
1293153|10-13-2022|mx|1
1293153|10-13-2022|cxn|1
1398041|10-13-2022|cjp|101
1398041|10-13-2022|cjp|1
1395610|10-13-2022|cjzx|1
1395610|10-13-2022|cjp|1
1395610|10-13-2022|cjp|1
1395610|10-13-2022|cjzf|1
1395610|10-13-2022|cjp|1
1395610|10-13-2022|cjp|1
1395610|10-13-2022|cjzf|1
1415167|10-13-2022|hjf|1
1415167|10-13-2022|hjg|1
1218001|10-13-2022|mb|1
1218001|10-13-2022|mf|1
1167089|10-13-2022|cfn|1
1167089|10-13-2022|hltf|1
1167089|10-13-2022|hf|1
1053127|10-13-2022|cfn|1
1053127|10-13-2022|cfn|1
1053127|10-13-2022|mfn|1
1053127|10-13-2022|mf|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1182822|10-13-2022|mjpbb|1
1416407|10-13-2022|cjp|1
1416407|10-13-2022|cjg|1
1416407|10-13-2022|cjpbb|1
1416407|10-13-2022|cjp|1
1416407|10-13-2022|cjg|1
1416407|10-13-2022|cjg|1
1416407|10-13-2022|cjp|1
1416407|10-13-2022|cjg|1
1416407|10-13-2022|cjp|1
1416407|10-13-2022|cjpbb|1
1416407|10-13-2022|cjg|1
1182822|10-13-2022|mjpbb|1
1416407|10-13-2022|cjp|1
1416407|10-13-2022|cjp|1
1398041|10-13-2022|mjp|23
1387997|10-13-2022|hjve|22
1387997|10-13-2022|hltx|1
1060693|10-13-2022|mmy|1
1328550|10-13-2022|hmy|1
1328550|10-13-2022|h3|30
1426609|10-13-2022|mjpbb|1
1426609|10-13-2022|mjpbb|1
1426609|10-13-2022|mjx|1
1426609|10-13-2022|mjpbb|1
1426609|10-13-2022|mjpbb|1
1213151|10-13-2022|cve|29
1213151|10-13-2022|mve|29
1213151|10-13-2022|cve|22
1213151|10-13-2022|mve|22
1213151|10-13-2022|cve|29
1213151|10-13-2022|cve|29
1213151|10-13-2022|cven|22
1213151|10-13-2022|c3|30
1213151|10-13-2022|cve|22
1213151|10-13-2022|cven|29
1213151|10-13-2022|cve|22
1213151|10-13-2022|cve|29
1082499|10-13-2022|mfn|1
1403520|10-13-2022|hjx|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjg|1
1403520|10-13-2022|mjp|1
1403520|10-13-2022|mjx|1
1403520|10-13-2022|mjg|1
1403520|10-13-2022|mjx|1
1415166|10-13-2022|hjf|1
1422643|10-13-2022|cjf|1
1422643|10-13-2022|cjg|1
1422643|10-13-2022|cjg|1
1167052|10-13-2022|cf|1
1422644|10-13-2022|cjx|1
1049188|10-13-2022|h3|30
1049188|10-13-2022|cfn|1
1049188|10-13-2022|hfn|1
1049188|10-13-2022|hfn|1
1422644|10-13-2022|cjx|1
1422644|10-13-2022|cjx|1
1374514|10-13-2022|hjfn|1
1342320|10-13-2022|cb|1
1342320|10-13-2022|cb|1
1373650|10-13-2022|cfn|1
1309383|10-13-2022|mfn|1
1309383|10-13-2022|mx|1
1309383|10-13-2022|mfn|1
1309383|10-13-2022|m3|30
1063040|10-13-2022|mfn|1
1192303|10-13-2022|mjp|1
1047260|10-13-2022|hsfn|4
1047260|10-13-2022|mfn|1
1192303|10-13-2022|mjp|23
1192303|10-13-2022|mjpbb|23
1192303|10-13-2022|cjpbb|23
1192303|10-13-2022|cfn|1
1192303|10-13-2022|mf|1
1192303|10-13-2022|mmy|1
1077129|10-13-2022|cmyn|1
1167901|10-13-2022|mvx|29
1149512|10-13-2022|msfn|4
1149512|10-13-2022|csfn|4
1420238|10-13-2022|mjg|1
1391186|10-13-2022|cjpbb|1
1391186|10-13-2022|mjpbb|1
1391186|10-13-2022|mjpbb|1
1420238|10-13-2022|mjsf|4
1420238|10-13-2022|mjzf|1
1284650|10-13-2022|mjx|1
1284650|10-13-2022|mjx|1
1284650|10-13-2022|cjf|1
1202711|10-13-2022|myax|1
1202711|10-13-2022|mx|1
1202711|10-13-2022|mx|1
1284650|10-13-2022|mjg|1
1284650|10-13-2022|mjg|1
1284650|10-13-2022|cjg|1
1284650|10-13-2022|mjg|1
1341058|10-13-2022|mjp|1
1341058|10-13-2022|mjp|1
1341058|10-13-2022|mjp|1
1341058|10-13-2022|mjp|1
1246903|10-13-2022|m3|30
1246903|10-13-2022|m3|30
1246903|10-13-2022|mven|22
1246903|10-13-2022|cven|22
1246903|10-13-2022|cyaf|1
1424793|10-13-2022|hjpbb|1
1364940|10-13-2022|mjp|1
1364940|10-13-2022|mjp|1
1424793|10-13-2022|hjpbb|1
1364940|10-13-2022|mjp|1
1424793|10-13-2022|hjpbb|1
1424793|10-13-2022|hjpbb|1
1401925|10-13-2022|cfn|1
1401925|10-13-2022|cpbf|1
1364940|10-13-2022|mjp|1
1424793|10-13-2022|hjpbb|1
1364940|10-13-2022|mjp|1
1328613|10-13-2022|mc|1
1364940|10-13-2022|mjp|1
1111008|10-13-2022|cfn|1
1205950|10-13-2022|hmy|1
1205950|10-13-2022|hmy|1
1299788|10-13-2022|msf|4
1299788|10-13-2022|msfn|4
1051863|10-13-2022|hven|22
1051863|10-13-2022|hxn|1
1112234|10-13-2022|hmy|1
1112234|10-13-2022|hf|1
1111008|10-13-2022|m3|30
1200080|10-13-2022|hf|1
1200080|10-13-2022|hf|1
1200080|10-13-2022|hf|1
1200080|10-13-2022|hjp|1
1200080|10-13-2022|hjpbb|1
1121288|10-13-2022|mf|1
1121288|10-13-2022|hf|1
1200080|10-13-2022|hjp|1
1200080|10-13-2022|hjp|1
1200080|10-13-2022|hjp|1
1403402|10-13-2022|cjp|1
1403402|10-13-2022|cjpbb|1
1403402|10-13-2022|cjpbb|23
1403402|10-13-2022|cjpbb|1
1200080|10-13-2022|hjp|1
1403402|10-13-2022|cjpbb|1
1403402|10-13-2022|cjp|1
1403402|10-13-2022|cjp|1
1403402|10-13-2022|mjp|1
1403402|10-13-2022|cjx|1
1403402|10-13-2022|cjx|1
1403402|10-13-2022|cjx|1
1391563|10-13-2022|hfn|1
1391563|10-13-2022|hx|1
1391563|10-13-2022|hx|1
1391563|10-13-2022|hx|1
1391563|10-13-2022|hf|1
1426610|10-13-2022|myax|1
1062443|10-13-2022|mf|1
1062443|10-13-2022|hfn|1
1245060|10-13-2022|hjp|1
1245060|10-13-2022|hjp|1
1352391|10-13-2022|mx|1
1352391|10-13-2022|mjpbb|1
1328537|10-13-2022|mjpbb|1
1328537|10-13-2022|cjpbb|1
1245060|10-13-2022|hjp|1
1352391|10-13-2022|mjpbb|1
1352391|10-13-2022|mjg|1
1245060|10-13-2022|hjp|1
1352391|10-13-2022|mjpbb|1
1352391|10-13-2022|mjpbb|1
1352391|10-13-2022|cjpbb|1
1148946|10-13-2022|mjve|29
1388138|10-13-2022|hjx|1
1388138|10-13-2022|hjpn|1
1388138|10-13-2022|hjnd|101
1388138|10-13-2022|hjp|1
1245060|10-13-2022|hjp|1
1245060|10-13-2022|mjp|1
1148946|10-13-2022|mjve|22
1352391|10-13-2022|mjef|1
1148946|10-13-2022|mve|22
1328537|10-13-2022|mjx|1
1352391|10-13-2022|mjp|1
1328537|10-13-2022|mjpbb|1
1388138|10-13-2022|hjp|1
1148946|10-13-2022|mjve|22
1245060|10-13-2022|hjp|23
1245060|10-13-2022|hjp|1
1328537|10-13-2022|mjf|1
1148946|10-13-2022|mjve|22
1328537|10-13-2022|mf|1
1148946|10-13-2022|cjve|29
1377507|10-13-2022|hjpbb|1
1377507|10-13-2022|hjp|1
1377507|10-13-2022|hjp|1
1377507|10-13-2022|hjp|1
1377507|10-13-2022|hjp|1
1377507|10-13-2022|hjzf|23
1377507|10-13-2022|hjp|1
1377507|10-13-2022|hjp|1
1377507|10-13-2022|mjp|23
1245060|10-13-2022|cjp|1
1328537|10-13-2022|mf|1
1245060|10-13-2022|mjpbb|23
1245060|10-13-2022|hjp|1
1245060|10-13-2022|hjpbb|23
1245060|10-13-2022|mjpbb|1
1245060|10-13-2022|hjp|1
1050693|10-13-2022|mve|22
1050693|10-13-2022|mve|22
1050693|10-13-2022|mve|29
1050693|10-13-2022|mve|22
1050693|10-13-2022|mven|22
1050693|10-13-2022|mve|22
1050693|10-13-2022|mven|22
1050693|10-13-2022|h3|30
1050693|10-13-2022|mve|29
1388761|10-13-2022|cjex|1
1328537|10-13-2022|c3|30
1403998|10-13-2022|h3|30
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cjef|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejz|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejz|1
1153804|10-13-2022|cve|22
1153804|10-13-2022|hx|1
1153804|10-13-2022|hsci|1
1335258|10-13-2022|mjf|1
1335258|10-13-2022|mjf|1
1335258|10-13-2022|mjfn|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cjex|1
1335258|10-13-2022|mjx|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1328469|10-13-2022|cpbr|1
1328469|10-13-2022|cf|1
1328469|10-13-2022|cf|1
1328469|10-13-2022|cf|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1213151|10-13-2022|cjg|1
1213151|10-13-2022|cjg|1
1388761|10-13-2022|cejz|1
1335258|10-13-2022|mjnd|101
1388761|10-13-2022|cejz|1
1213151|10-13-2022|cjk|7
1388761|10-13-2022|cejz|1
1335258|10-13-2022|mjp|1
1213151|10-13-2022|cjg|1
1388761|10-13-2022|cejp|1
1388761|10-13-2022|cejp|1
1213151|10-13-2022|cjg|1
1335258|10-13-2022|mjp|1
1388761|10-13-2022|cejp|1
1213151|10-13-2022|cjg|1
1335258|10-13-2022|mjx|1
1335258|10-13-2022|mjx|1
1213151|10-13-2022|cjf|1
1213151|10-13-2022|cjp|1
1335258|10-13-2022|mjx|1
1388761|10-13-2022|mjk|107
1335258|10-13-2022|mjx|1
1010546|10-13-2022|mmy|1
1010546|10-13-2022|mfn|1
1213151|10-13-2022|cjve|22
1213151|10-13-2022|cjve|22
1213151|10-13-2022|cjxx|1
1213151|10-13-2022|cjve|29
1019881|10-13-2022|mven|22
1019881|10-13-2022|mjpn|1
1019881|10-13-2022|mjf|1
1019881|10-13-2022|mjve|22
1166099|10-13-2022|mjve|22
1166099|10-13-2022|cjve|22
1166099|10-13-2022|mjg|1
1166099|10-13-2022|mjf|1
1166099|10-13-2022|mjf|1
1166099|10-13-2022|mjf|1
1166099|10-13-2022|mjf|1
1166099|10-13-2022|mjf|1
1166099|10-13-2022|mjzf|1
1166099|10-13-2022|hjzf|1
1166099|10-13-2022|mjzf|1
1166099|10-13-2022|mjzf|1
1166099|10-13-2022|cjk|7
1166099|10-13-2022|mjzf|1
1166099|10-13-2022|mjx|1
1118391|10-13-2022|hyaf|1
1166099|10-13-2022|hjx|1
1166099|10-13-2022|hjp|1
1118391|10-13-2022|hjp|23
1118391|10-13-2022|hjx|1
1118391|10-13-2022|hjp|1
1118391|10-13-2022|hjp|1
1166099|10-13-2022|mjx|1
1166099|10-13-2022|mjx|1
1166099|10-13-2022|mjx|1
1166099|10-13-2022|hjp|1
1166099|10-13-2022|cjx|1
1166099|10-13-2022|hjx|1
1166099|10-13-2022|hjx|1
1166099|10-13-2022|cjx|1
1056111|10-13-2022|hjp|1
1056111|10-13-2022|hjp|1
1051909|10-13-2022|hfn|1
1271851|10-13-2022|mjg|1
1271851|10-13-2022|mjg|1
1271851|10-13-2022|mjg|1
1280153|10-13-2022|hsx|4
1280153|10-13-2022|hsfn|4
1280153|10-13-2022|hsf|4
1053626|10-13-2022|mmag|9
1408146|10-13-2022|hjk|7
1408146|10-13-2022|hjg|1
1408146|10-13-2022|mjg|1
1130429|10-13-2022|mx|1
1130429|10-13-2022|mjve|22
1130429|10-13-2022|mjve|22
1130429|10-13-2022|mjve|22
1130429|10-13-2022|mjve|22
1130429|10-13-2022|mx|1
1408146|10-13-2022|hjg|1
1408146|10-13-2022|hjg|1
1408146|10-13-2022|hjg|1
1408146|10-13-2022|hjp|1
1020608|10-13-2022|cf|1
1020608|10-13-2022|c3|30
1020608|10-13-2022|c3|30
1391142|10-13-2022|myaf|1
1256758|10-13-2022|cfn|1
1408146|10-13-2022|hjg|1
1425016|10-13-2022|cjg|1
1425016|10-13-2022|cjg|1
1425016|10-13-2022|cjf|1
1425016|10-13-2022|cjf|1
1425016|10-13-2022|cjf|1
1425016|10-13-2022|cf|1
1408146|10-13-2022|hjve|22
1408146|10-13-2022|hjve|22
1408146|10-13-2022|hjve|22
1399321|10-13-2022|myaf|1
1416075|10-13-2022|cjwf|1
1416075|10-13-2022|cjpbb|1
1416075|10-13-2022|cjp|1
1416075|10-13-2022|cjpbb|1
1416075|10-13-2022|cjp|1
1416075|10-13-2022|cjp|1
1308264|10-13-2022|cxn|1
1308264|10-13-2022|cve|22
1416075|10-13-2022|cjp|1
1049453|10-13-2022|hf|1
1267199|10-13-2022|mmy|1
1267199|10-13-2022|hxn|1
1284266|10-13-2022|mf|1
1284266|10-13-2022|hsci|1
1284266|10-13-2022|cjp|23
1284266|10-13-2022|mjp|1
1284266|10-13-2022|mjp|1
1284266|10-13-2022|mjp|1
1404260|10-13-2022|mf|1
1404260|10-13-2022|cf|1
1331483|10-13-2022|mmy|1
1331483|10-13-2022|mmyn|1
1248935|10-13-2022|hx|1
1176917|10-13-2022|hx|1
1399025|10-13-2022|mjp|1
1399025|10-13-2022|mjp|1
1399025|10-13-2022|mjp|1
1399025|10-13-2022|mjp|1
1270829|10-13-2022|cven|29
1416148|10-13-2022|cjg|1
1416148|10-13-2022|cjg|1
1416148|10-13-2022|cjg|1
1261870|10-13-2022|mx|1
1261870|10-13-2022|mx|1
1261870|10-13-2022|mx|1
1261870|10-13-2022|mx|1
1261870|10-13-2022|mx|1
1416148|10-13-2022|cjf|1
1416148|10-13-2022|cjf|1
1416148|10-13-2022|cex|1
1380948|10-13-2022|mpbmy|1
1380948|10-13-2022|mmy|1
1380948|10-13-2022|mmy|1
1416148|10-13-2022|cjg|1
1416148|10-13-2022|cex|1
1416148|10-13-2022|cex|1
1416148|10-13-2022|cjg|1
1416148|10-13-2022|cjg|1
1416148|10-13-2022|cjg|1
1422248|10-13-2022|mjx|1
1422891|10-13-2022|hfn|1
1166387|10-13-2022|mosn|1
1422248|10-13-2022|mjg|1
1422248|10-13-2022|mjx|1
1422248|10-13-2022|mjg|1
1422248|10-13-2022|mjx|1
1422248|10-13-2022|mjx|1
1422248|10-13-2022|mjx|1
1422248|10-13-2022|mjx|1
1422248|10-13-2022|cjg|1
1422248|10-13-2022|mjf|1
1166387|10-13-2022|cx|1
1166387|10-13-2022|cve|22
1166387|10-13-2022|mc|1
1166387|10-13-2022|mc|1
1422248|10-13-2022|mjg|1
1422248|10-13-2022|cjf|1
1084183|10-13-2022|cfn|1
1399172|10-13-2022|c3|30
1307428|10-13-2022|csf|4
1307428|10-13-2022|csf|4
1307428|10-13-2022|csf|4
1307428|10-13-2022|csf|4
1129787|10-13-2022|hjg|1
1307428|10-13-2022|csf|4
1424187|10-13-2022|cjx|1
1424187|10-13-2022|cejp|1
1307428|10-13-2022|csf|4
1424187|10-13-2022|cjp|1
1424187|10-13-2022|cjp|1
1420020|10-13-2022|hf|1
1420020|10-13-2022|hjp|1
1307428|10-13-2022|csf|4
1420020|10-13-2022|mfn|1
1420020|10-13-2022|hjp|1
1424187|10-13-2022|hjp|1
1307428|10-13-2022|csf|4
1424187|10-13-2022|cjp|1
1424187|10-13-2022|cjp|1
1307428|10-13-2022|csfn|4
1424187|10-13-2022|cjp|1
1424187|10-13-2022|cjp|1
1307428|10-13-2022|csfn|4
1307428|10-13-2022|csfn|4
1424187|10-13-2022|cjp|1
1424187|10-13-2022|cjp|1
1307428|10-13-2022|csfn|4
1424187|10-13-2022|cx|1
1421427|10-13-2022|hejz|1
1421427|10-13-2022|hejz|1
1421427|10-13-2022|hejz|1
1421427|10-13-2022|mjve|22
1421427|10-13-2022|mjve|22
1421427|10-13-2022|hjx|1
1421427|10-13-2022|mejz|1
1421427|10-13-2022|mjven|22
1421427|10-13-2022|mjve|22
1192043|10-13-2022|msci|1
1192043|10-13-2022|hven|29
1406636|10-13-2022|hfn|1
1393658|10-13-2022|cf|1
1393658|10-13-2022|hf|1
1406636|10-13-2022|h3|30
1266907|10-13-2022|hjg|1
1266907|10-13-2022|hjg|1
1266907|10-13-2022|hjg|1
1425627|10-13-2022|msci|1
1349304|10-13-2022|mjp|1
1349304|10-13-2022|mjf|1
1349304|10-13-2022|mjp|1
1349304|10-13-2022|mjp|1
1407163|10-13-2022|mjve|22
1136577|10-13-2022|cmag|9
1136577|10-13-2022|cmag|9
1136577|10-13-2022|cmag|9
1136577|10-13-2022|cmag|9
1136577|10-13-2022|cmag|9
1136577|10-13-2022|cmag|9
1407163|10-13-2022|mjve|22
1222549|10-13-2022|hjf|1
1222549|10-13-2022|hfn|1
1401079|10-13-2022|cjsf|4
1407163|10-13-2022|mjve|22
1401079|10-13-2022|mjg|1
1401079|10-13-2022|cx|1
1401079|10-13-2022|cx|1
1407163|10-13-2022|mjp|23
1407163|10-13-2022|mjp|23
1364100|10-13-2022|mjpbb|1
1364100|10-13-2022|mjpbb|1
1364100|10-13-2022|mjk|7
1364100|10-13-2022|mjpbb|1
1364100|10-13-2022|mjk|7
1003278|10-13-2022|cltfn|1
1003278|10-13-2022|hf|1
1364100|10-13-2022|mjg|1
1364100|10-13-2022|mjf|1
1364100|10-13-2022|mjf|1
1364100|10-13-2022|mb|1
1057903|10-13-2022|mmy|1
1364100|10-13-2022|mb|1
1057903|10-13-2022|mfn|1
1057903|10-13-2022|mfn|1
1364100|10-13-2022|mx|1
1057903|10-13-2022|mfn|1
1364100|10-13-2022|mjk|7
1364100|10-13-2022|mjzf|1
1364100|10-13-2022|mjzf|1
1426615|10-13-2022|mjf|1
1426615|10-13-2022|mjg|1
1426615|10-13-2022|mjg|1
1426615|10-13-2022|mjg|1
1364100|10-13-2022|mjzf|1
1364100|10-13-2022|mjzf|1
1364100|10-13-2022|mjzf|1
1364100|10-13-2022|mjmy|1
1131661|10-13-2022|cjve|22
1131661|10-13-2022|cve|22
1364100|10-13-2022|mjx|1
1364100|10-13-2022|mjp|1
1305615|10-13-2022|cjx|1
1364100|10-13-2022|mjpn|1
1305615|10-13-2022|cjf|1
1364100|10-13-2022|mjp|1
1342825|10-13-2022|mf|1
1006191|10-13-2022|msf|4
1006191|10-13-2022|hven|22
1006191|10-13-2022|mve|22
1006191|10-13-2022|cve|22
1006191|10-13-2022|msf|4
1006191|10-13-2022|msf|4
1246161|10-13-2022|hve|22
1246161|10-13-2022|mjp|1
1393608|10-13-2022|mjf|1
1393608|10-13-2022|mjp|23
1393608|10-13-2022|cjx|1
1393608|10-13-2022|cjp|1
1393608|10-13-2022|mjp|1
1359543|10-13-2022|mf|1
1359543|10-13-2022|mf|1
1393608|10-13-2022|mjp|1
1393608|10-13-2022|mjpbb|1
1307277|10-13-2022|cjpn|1
1352657|10-13-2022|mjpf|2
1352657|10-13-2022|mjx|1
1352657|10-13-2022|mjp|1
1352657|10-13-2022|cjp|1
1426608|10-13-2022|mjp|1
1426608|10-13-2022|mjx|1
1426608|10-13-2022|mjp|1
1426608|10-13-2022|mjp|1
1426608|10-13-2022|mjp|1
1400648|10-13-2022|mjp|23
1426608|10-13-2022|mjzx|1
1076233|10-13-2022|mve|22
1076233|10-13-2022|cve|22
1076233|10-13-2022|mve|22
1349368|10-13-2022|cltx|1
1392258|10-13-2022|hjmy|1
1392258|10-13-2022|hjmy|1
1420020|10-13-2022|hjp|1
1420020|10-13-2022|hjp|1
1420020|10-13-2022|hjp|1
1420020|10-13-2022|hjzx|1
1420020|10-13-2022|hjxn|1
1420020|10-13-2022|hjzx|1
1420020|10-13-2022|hjxn|1
1420020|10-13-2022|hjx|1
1420020|10-13-2022|cjp|1
1392258|10-13-2022|hjsfn|36
1324357|10-13-2022|mpbr|1
1324357|10-13-2022|mpbr|1
